item	equate	label
rapxxc092		Can your child wash hands by him/herself?
sbifrd001		Identify missing object: Stick with 2 units (similarity)
sbifrd003		Identify missing object: Green cube
sbifrd004		Identify missing object: Blue circle
sbifrd005		Identify missing object: Green cube
sbifrd006		Identify missing object: Stick with 2 units (series)
sbifrd007		Identify missing object: Stick with 2 units (descending order)
sbifrd008		Identify missing object: Stick with 2 units (alternation)
sbifrd009		Identify missing image: Red triangle
sbifrd010		Identify missing image: Yellow square
sbifrd011		Identify missing image: Blue circle
sbifrd012		Identify missing image: Cat
sbifrd013		Identify missing image: Horse
sbivsd001	COG49	Places circle in form board within 15 secs
sbivsd002		Places circle & square in form board within 15 secs
sbivsd003	COG56	Places 3 pieces: circle, square, triangle in form board in 15 sec
sbivsd004	COG60	Places 3 pieces: circle, square, triangle in rotated form board in 30 sec
sbivsd005		Places 2 semicircles - big triangle - square in 30 sec
sbivsd006		Places circle - 2 small triangles - square in 45 sec
sbivsd007		Places 2 semicircles - 2 small triangles - square in 45 sec
sbivsd008		Places circle - 2 small triangles - 2 rectangles in 45 sec
sbivsd009		Places 2 semi-circles - 2 small triangles - 2 rectangles in 45 sec
sbivsd010	COG116	Placement of all pieces with 90 deg rotation in 45 sec
sbivsd011		Replicates shape: man in motion
sbivsd012		Replicates shape: man and kite
sbivsd013		Replicates shape: geometric shape
sbivsd014		Replicates shape: scorpion
sbivsd015		Replicates shape: bat
sbivsd016		Replicates shape: dog
sbivsd050	COG116	More complex combinations of geometric pieces placed in form board
sbivsd060	COG116	More complex combinations of geometric pieces placed in form board
sbivsd070	COG116	More complex combinations of geometric pieces placed in form board
sbivsd080	COG116	More complex combinations of geometric pieces placed in form board
sbivsd090	COG116	More complex combinations of geometric pieces placed in form board
sbiwmd001	COG40	Finds plastic duck hidden under one of 2 cups
sbiwmd002	COG45	Finds plastic duck hidden under one of 2 inverted cups
sbiwmd003		Finds car  hidden under middle of 3 cups after cups hidden by a screen
sbiwmd004		Finds car hidden under right side of 3 cups after cups hidden by a screen
sbiwmd005		Repeats tapping 1 block
sbiwmd006		Repeats tapping 1 block
sbiwmd007		Repeats sequence of tapping 2 blocks
sbiwmd008		Repeats sequence of tapping 2 blocks
sbiwmd009		Repeats sequence of tapping 2 blocks
sbiwmd010	COG118	Increasingly difficult sequences of tapping blocks v1
sbiwmd011	COG118	Increasingly difficult sequences of tapping blocks v2
sbiwmd012	COG118	Increasingly difficult sequences of tapping blocks v3
sbiwmd013		Increasingly difficult sequences of tapping blocks v4
sbiwmd014		Increasingly difficult sequences of tapping blocks v5
sbiwmd015		Increasingly difficult sequences of tapping blocks v6
sbiwmd016		Increasingly difficult sequences of tapping blocks v7
sbiwmd017		Increasingly difficult sequences of tapping blocks v8
sbiwmd018		Increasingly difficult sequences of tapping blocks v9
sbiwmd019		Increasingly difficult sequences of tapping blocks v10
sbiwmd020		Increasingly difficult sequences of tapping blocks v11
sbiwmd021		Increasingly difficult sequences of tapping blocks v12
sbiwmd022		Increasingly difficult sequences of tapping blocks v13
sbiwmd030	COG117	car hidden under one of 3 cups and then all cups hidden by a screen for a count of 3 (first under middle cup, second is under right cup)
sbiwmd040	COG117	car hidden under one of 3 cups and then all cups hidden by a screen for a count of 3 (first under middle cup, second is under right cup)
sbiwmd050	COG118	Increasingly difficult sequences of tapping blocks
sbiwmd060	COG118	Increasingly difficult sequences of tapping blocks
sbiwmd070	COG118	Increasingly difficult sequences of tapping blocks
sbiwmd080	COG118	Increasingly difficult sequences of tapping blocks
sbiwmd090	COG118	Increasingly difficult sequences of tapping blocks
sgrehd009		Grasps ring
sgrehd012	COG17	Carries ring to mouth
sgrehd013		Clutches ring
sgrehd017	COG23	Reaches for string
sgrehd018	COG25	Looks  for fallen object.
sgrehd020		Watches scribble
sgrehd021	COG29	Secures ring by means of string.
sgrehd022	FM18	Forefinger  and  thumb pardy specialised.
sgrehd023	FM24	Fine prehension.
sgrehd024	COG41	Dangles ring by string.
sgrehd025		Pulls toy by string
sgrehd027	FM22	Thumb opposition complete.
sgrehd028	FM29	Can  point  with  index  finger.
sgrehd030	FM28	Can hold pencil as if to  mark on paper*
sgrehd036	COG39	Plays pushing little cars along.
sgrehd038	FM30	Scribbles more freely.
sgrehd039	COG28	Pulls  paper  or  cloth to get toy.
sgrehd040	COG53	Constructive  play  with boxes or other materials (E).
sgrehd042	GM44	Can throw a ball
sgrehd046	FM43	Circular scribble             (imitation).
sgrehd048	FM41	Perpendicular stroke.
sgrehd052	FM40	Horizontal stroke.
sgrfmd008		 Looks  at box on  table
sgrfmd011		Drops one block for second
sgrfmd014	FM15	Takes cube from table.
sgrfmd015	COG30	Holds two cubes.
sgrfmd016		 Grasps box.
sgrfmd017		 Manipulates cube
sgrfmd018		Takes paper
sgrfmd019	FM21	Passes toy from hand to  hand.
sgrfmd025	FM23	Clicks  two  bricks  together (Imitation).
sgrfmd029	COG37	Accepts 3rd cube without  dropping.
sgrfmd041	COG49	Three-hole board—one in, two trials.
sgrfmd045	COG56	Three-hole board—  three in.
sgrfmd052	COG46	Can open screw toy (Credit two points). Sagp51 is one point
sgrgmd003	GM4	Holds head erect for a fewseconds.
sgrgmd006		Active in bath
sgrgmd008	GM14	Rolls from side to back
sgrgmd014		Plays with own toes
sgrgmd016	GM19	Sits with slight support.
sgrgmd017	GM25	Can  roll from  back  tostomach, etc.
sgrgmd018		Stepping movements
sgrgmd020	GM22	Sits  alone  for  a  short time.
sgrgmd021	GM29	Stepping Reaction  (4); One  foot  in  front  of the other.
sgrgmd022		Can turn on floor
sgrgmd023	GM27	Can  be  left  sitting  on floor.
sgrgmd027	GM35	Pulls self up  by  furniture.
sgrgmd028		Can stand next to furniture
sgrgmd029	GM34	Crawling (V)             Creeps  on  hands  and knees, etc.
sgrgmd030	GM38	Side-steps round/inside cot or play-pen, holding rails.
sgrgmd031	GM37	Can walk when led.
sgrgmd033	GM40	Stands alone.
sgrgmd034	GM42	Walks alone.
sgrgmd038	GM43	Trots about well.
sgrgmd039	GM45	Stoops.
sgrgmd041	GM48	Can walk backwards.
sgrgmd045	GM50	Runs.
sgrgmd046	GM47	Walks upstairs.
sgrgmd048	GM54	Can jump off a step.
sgrgmd050	GM49	Walks  up  and  down Stairs.
sgrgmd051	GM55	Can kick a ball.
sgrgmd052	GM58	Goes alone on stairs.
sgrhsd002	REC3	Quieted by voice.
sgrhsd003	EXP4	Vocalization  other  than crying.
sgrhsd008	EXP8	Makes   2+   different sounds.
sgrhsd010		Laughs aloud
sgrhsd011	REC6	Turns head  deliberately to bell.
sgrhsd014	EXP12	Talks  (babbles) to  persons.
sgrhsd015	COG26	Manipulates bell
sgrhsd018	EXP10	Two-syllable babble.
sgrhsd019		Shouts for attention
sgrhsd021		Singing tones
sgrhsd022	EXP13	Babbled  phrases:   4 + syllables.
sgrhsd023	EXP14	Says  Mama  or  Dada, etc.  (one  word  clear).
sgrhsd026	EXP18	Says two clear words.
sgrhsd028	COG31	Rings bell.
sgrhsd029		Reacts to music
sgrhsd034	REC9	Knows own name.
sgrhsd037	REC15	One   object   in   box identified.
sgrhsd042	EXP23	Uses 9 words.
sgrhsd043	REC19	Four  object  in  box  identified.
sgrhsd045	EXP22	Picture Vocabulary (1).
sgrhsd046	EXP26	Word combinations.
sgrhsd052	EXP29	Uses sentences of 4 + syllables.
sgrred006		Vocalises when spoken to
sgrred007		Follows moving person
sgrred008		Coos and smiles
sgrred009		Friendly to strangers
sgrred010		Resist ring being taken away
sgrred011		Frolics when played with
sgrred012		Stops crying when spoken to
sgrred013		Turns head to person talking
sgrred014		Anticipate being lifted
sgrred015		Holds a spoon
sgrred016		Stretches to be taken
sgrred017		Drinks from a cup
sgrred018		Manipulates cup or spoon in play
sgrred019		Reacts to mirror image
sgrred020		Knows strangers
sgrred021		Enthusiastic
sgrred022		Displeased when toy taken
sgrred023		Helps hold cup
sgrred024		Pulls off hat
sgrred025	COG22	Smiles, plays mirror
sgrred026		Waves bye bye
sgrred027		Gives affection
sgrred028		Finger feeds
sgrred029		Plays cup, saucer
sgrred030		Obeys simple requests
sgrred031		Pays pat-a-cake
sgrred032		Puts block in and out of cup
sgrred033		Helps dressing
sgrred034		Hold cup
sgrred035		Uses spoon
sgrred036		Shoes shoes
sgrred037		tries doorknob
sgrred038		sks toilet
sgrred039		Manages cup well
sgrred040		Can take off shoes and socks
sgrred041		Like book showing
tepcod001	FM129	Child carries water without spilling
tepcod010	FM61	Child draws 2 perpendicular lines
tepcod011	FM133	Child can copy a triangle
tepcod012	FM66	Child copies a square
tepcod013	FM134	Child can draw 9 or more parts of a human figure
tepcod014	FM135	Child can draw 6 or more parts of a human figure
tepcod015	FM136	Child can draw 3 or more parts of a human figure
tepcod016	FM137	Child can organize materials by size
tepcod131		No label:  j13b__1
tepcod132		No label:  j13b__2
tepcod133		No label:  j13b__3
teplgd002	FM52	Child constructs a bridge with 3 blocks.
teplgd003	FM54	Child constructs a tower with 8 or more blocks.
teplgd004	FM130	Child can unbutton 1 large button
teplgd017	REC31	Child can tell difference between large and small
teplgd018	REC40	Child understands difference between more and less
teplgd019		Child names 5 out of 8 animals
teplgd020		Child names 5 out of 8 objects
teplgd021	REC66	Child understands long v. short
teplgd022		Child names 3 out of 4 actions
teplgd023		Child describes use of objects (minimum 4)
teplgd024		No label:  j24b
teplgd025		Child can say own name
teplgd026		Child can say own sex
teplgd027		Child knows parents names
teplgd031		Child can name at least 2 colors
teplgd032	REC67	Child can point to and identify at least 2 colors
teplgd033		Child names at least 2 shapes
teplgd034	REC68	Child can point to and identify at least 2 shapes
teplgd035		Child describes a picture
teplgd036		Child can describe an absurd picture
teplgd037		Child uses plurals
teplgd038	REC44	Child understands before v. after
teplgd040		Describe at least 2 characteristics of "ball", "balloon", and "bag"
teplgd281		Child gives logical response to what to do if "hungry"
teplgd282		No label:  j28b__2
teplgd283		No label:  j28b__3
teplgd291		Child correctly uses preposition "behind"
teplgd292		No label:  j29b__2
teplgd293		No label:  j29b__3
teplgd301		Child can describe "ice"
teplgd302		Child can describe "mouse"
teplgd303		Child can describe "mother"
teplgd391		Define "apple"
teplgd392		Define "ball"
teplgd393		Define "show" 
teplgd394		Define "coat"
tepmod005	FM57	Child can button 1 large button
tepmod006	FM131	Child can thread a needle
tepmod007	FM132	Child can untie shoes
